word,phonetic,translation,exchange,derivatives,collins,frq,tag
peasants,'pesnts,n. 农民( peasant的名词复数 ); 农夫; 佃农; 粗俗的人,0:peasant/1:s,,,0,ielts
peat,pi:t,"n. 泥煤, 泥炭色 / [化] 泥炭",s:peats/i:peating,"peated,peating,peats",1,14312,
pebble,'pebl,"n. 小圆石, 小鹅卵石, 水晶透镜, 碎石花纹 / [医] 小石",s:pebbles,"pebbled,pebbles,pebbling",1,11162,cet4 cet6 ky toefl
pebbled,,vt. 用卵石铺（pebble的过去式与过去分词形式）,,,,31443,
pebbly,'pebli,"a. 多砾石的, 有碎石花纹的, 声音粗糙刺耳的",,pebblier,,29537,
Pec,pek,[计] 程序异常代码,s:pecs,pecs,,27996,
pecan,pi'kæn,n. 美洲山核桃(树),s:pecans,pecans,,8286,gre
peccadillo,.pekә'dilәu,"n. 轻罪, 小过, 小瑕疵",s:peccadillos,peccadillos,,37916,gre
peck,pek,"n. 配克(英美干量单位), 啄痕, 啄食, 许多 / vt. 啄, 啄食, 琢, 凿成, 扔 / vi. 啄, 吹毛求疵, 啄食, 勉强吃 / [计] 取数",i:pecking/p:pecked/3:pecks/d:pecked/s:pecks,"pecked,pecker,pecking,pecks",1,14442,cet6 toefl gre
pecker,'pekә,"n. 会啄的鸟, 啄木鸟, 凿具, 鹤嘴锄, 勇气",s:peckers,peckers,,30086,
pecorino,",pekә'ri:nәj","n. 佩科里诺干酪, 羊乳干酪",,,,30391,
pectin,'pektin,n. 果胶 / [化] 果胶,s:pectins,"pectination,pectinic,pectins",,30491,
pectoral,'pektәrәl,"a. 胸的, 治疗胸科病的, 戴在胸前的, 出自内心的, 发自胸腔的 / n. 胸饰, 胸部器官, 遮胸, 祛痰药",s:pectorals,"pectorally,pectorals",,23329,
peculate,'pekjuleit,"v. 挪用, 盗用, 侵吞",i:peculating/p:peculated/3:peculates/d:peculated,"peculated,peculates,peculating,peculator",,0,toefl gre
peculiar,pi'kju:ljә,"a. 奇特的, 罕见的, 特殊的, 特别的 / n. 特有财产, 特权",s:peculiars,"peculiarity,peculiarize,peculiarly,peculiars",2,5505,cet4 cet6 ky toefl ielts
peculiarity,pi.kju:li'æriti,"n. 特质, 特性, 怪癖",s:peculiarities,peculiarities,,16495,cet6 toefl
peculiarly,pi'kju:liәli,"adv. 特别, 尤其, 奇怪地",,,,16963,
pecuniary,pi'kju:njәri,"a. 金钱的, 金钱方面的, 课罚款的 / [经] 金钱的, 应罚款的",,pecuniarily,,31520,gre
pedagogic,.pedә'gɒdʒik,"a. 教育学的, 教授法的, 小学教师的",,"pedagogical,pedagogics",,32126,toefl
pedagogical,pedә'^ɔdʒikәl,"a. 教师的, 教学法的, 适宜于教师的",,pedagogically,,11098,toefl
pedagogically,ˌpedə'ɡɒdʒɪklɪ,adv. 教学法上,,,,32410,
pedagogue,'pedәgɒg,"n. 小学教师, 教员, 学究",,"pedagogues,pedagoguism",,32330,gre
pedagogy,'pedәgәudʒi,"n. 教育学, 教授法, 教学工作",s:pedagogies,pedagogies,,12445,toefl gre
pedal,'pedl,"n. 踏板, 脚蹬子 / a. 脚的, 脚踏的 / vt. 用脚踏动 / vi. 踩踏板, 骑车",s:pedals/i:pedalling/p:pedalled/d:pedalled/3:pedals,"pedaled,pedaler,pedaling,pedality,pedalled,pedalling,pedals",1,7777,cet6 ky ielts gre
pedant,'pedәnt,"n. 自夸学问的人, 空谈家, 书呆子",s:pedants,"pedantic,pedantism,pedantize,pedants",,37252,gre
pedantic,pi'dæntik,"a. 卖弄学问的, 学究式的, 假装学者的",,,,26651,
peddle,'pedl,"vi. 挑卖, 沿街叫卖, 游荡, 闲混 / vt. 叫卖, 兜售, 散播",i:peddling/p:peddled/d:peddled/3:peddles/s:peddles,"peddled,peddler,peddles,peddling",1,11632,gre
peddler,'pedlә,"n. (毒品)小贩, 传播者, 沿街叫卖的小贩",s:peddlers,peddlers,,16593,
pedestal,'pedistl,"n. 支柱, 基架, 基座, 基础 / vt. 加座, 搁在台上, 支持, 提高...的地位",s:pedestals,"pedestaled,pedestals",1,10518,gre
pedestrian,pә'destriәn,"n. 行人, 步行者 / a. 人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的",s:pedestrians,"pedestrianise,pedestrianism,pedestrianize,pedestrians",1,7573,gk cet6 ky ielts gre
pediatric,.pi:di'ætrik,a. 小儿科的 / [医] 儿科的,,pediatrics,,10002,
pediatrician,",pi:diә'triʃәn","n. 儿科医生, 儿科专家 / [医] 儿科医师, 儿科学家",s:pediatricians,pediatricians,,9782,
pediatrics,.pi:di'ætriks,n. 小儿科 / [医] 儿科学,,,,19398,gre
pedicure,'pedikjuә,"n. 脚治疗, 脚治疗医师, 修趾甲术 / vt. 修脚, 医脚",s:pedicures/p:pedicured,"pedicured,pedicures,pedicurist",,21461,
pedigree,'pedigri:,"n. 血统, 家谱, 名门世系 / [法] 家系, 出身, 血统",s:pedigrees,"pedigreed,pedigrees",1,14388,
pediment,'pedimәnt,"n. 山形墙, 三角墙, 山花饰",s:pediments,"pedimental,pedimentation,pedimented,pediments",,30860,
pedlar,'pedlә,"n. 沿街叫卖的小贩, (流言)传播者 / [经] 小贩, 商贩, 货郎",s:pedlars,pedlars,,0,cet6
pedometer,pi'dɒmitә,"n. 步数计, 步程计 / [医] 婴儿测量器; 步数计",s:pedometers,pedometers,,25226,
pedophile,'pi:dəʊfaɪl,n. 恋童癖者,,"pedophiles,pedophilic",,15042,
pedophilia,.pi:dәu'filiә,n. 恋童癖 / [医] 爱童癖,,,,23691,
pee,pi:,"n. (英)便士, 小便 / vi. 小便",i:peeing/p:peed/3:pees/d:peed/s:pees,"peal,peed,peent,peer,pees,peise",1,11106,
peek,pi:k,"vi. 偷看, 窥视 / n. 偷看, 看一眼",i:peeking/p:peeked/s:peeks/d:peeked/3:peeks,"peeked,peeking,peeks",1,7431,gre
peekaboo,'pi:kәbu:,n. <主美>躲躲猫(一种把脸一隐一现以逗小孩的游戏),,,,31138,
peel,pi:l,"n. 皮, 外壳 / vt. 削...皮, 剥去...的壳 / vi. 蜕皮, 剥落, 脱皮, 脱去衣服",d:peeled/i:peeling/p:peeled/s:peels/3:peels,"peelable,peeled,peeler,peeling,peels",2,3920,cet4 cet6 ky ielts gre
peeled,,a. 剥去皮的,0:peel/1:dp/d:peeled/p:peeled,,,17380,
peeler,'pi:lә,"n. 警察, 巡警, 胶合板材, 爱尔兰的警官, 剥皮的人, 去皮机, 精力充沛的人 / [法] 警察",s:peelers,peelers,,20931,
peeling,'pi:liŋ,"n. 剥皮, 剥下的皮 / [医] 去皮, 脱屑",0:peel/1:i/i:peeling/s:peelings,peelings,,17718,
peep,pi:p,"n. 一瞥, 偷看, 不完全的景象, 初现, 吱吱声, 嘀咕抱怨声, 汽车喇叭声 / vi. 窥视, 出现, 吱吱叫 / vt. 使隐约显现",i:peeping/p:peeped/3:peeps/d:peeped/s:peeps,"peeped,peeper,peeping,peeps",1,16608,cet4 cet6 ky gre
peeper,'pi:pә(r),"n. 窥视者, 嘀咕的人, (非正式)眼睛, (美)(非正式)私家侦探",s:peepers,peepers,,28981,
peephole,'pi:phәul,n. 窥视孔 / [化] 窥孔; 观测孔,s:peepholes,peepholes,,21913,
peer,piә,"n. 同等的人, 匹敌, 贵族 / vi. 凝视, 窥视, 费力地看, 隐现 / vt. 与...同等, 封为贵族",s:peers/p:peered/i:peering/d:peered/3:peers,"peered,peering,peerless,peers",3,2424,cet6 ky toefl ielts gre
peerage,'piәridʒ,"n. 贵族, 贵族头衔, 贵族地位",s:peerages,peerages,1,35103,
peerless,'piәlis,"a. 无比的, 出类的, 无双的",,"peerlessly,peerlessness",,27233,toefl gre
peery,'piәri,"好奇的, 怀疑的",,,,0,gre
peeve,pi:v,"v. (使)气恼, (使)焦躁, (使)忿怒 / n. 麻烦的事物, 怨恨, 生气, 触怒",i:peeving/p:peeved/3:peeves/d:peeved,"peeved,peever,peeves,peeving",,27335,gre
peeved,pi:vd,"a. 气恼的, 被激怒的",1:pd/0:peeve,,,26120,
peevish,'pi:viʃ,"a. 易怒的, 暴躁的, 带怒气的, 撒娇的",,"peevishly,peevishness",,31218,gre
peg,peg,"n. 钉, 桩, 栓, 藉口, 销子, 借口 / vt. 钉木钉, 固定, 限制, 使受约束 / vi. 坚持不懈地奋力于, 疾行",s:pegs/d:pegged/i:pegging/p:pegged/3:pegs,"pegged,pegging,pegs",3,12626,
pejorative,'pi:dʒәreitiv,"a. 贬损的, 轻蔑的 / n. 轻蔑语, 贬义词",s:pejoratives,"pejoratively,pejoratives",,19466,gre
pelagic,pe'lædʒik,"a. 远洋的, 浮游的 / [医] 海洋的, 海栖的",,,,22069,
pelf,pelf,"n. 钱财, 不义之财 / [法] 不义之财, 劫掠物, 阿堵物",,,,0,gre
pelican,'pelikәn,"n. 鹈鹕鸟, 伽蓝鸟",s:pelicans,pelicans,,19846,
pell-mell,'pel'mel,"adv. 乱七八糟地, 凌乱地, 忙乱地 / a. 胡乱的, 混乱的 / n. 乱七八糟, 混乱, 杂乱",,,,0,gre
pellagra,pә'leigrә,"n. 培拉格病 / [医] 糙皮病, 蜀黍红斑, 陪拉格",,,,31314,
pellet,'pelit,"n. 颗粒状物, 小子弹, 小药丸 / vt. 使成颗粒, 使成团, 用子弹打",s:pellets,"pelleted,pelleter,pelleting,pelletize,pellets",1,11829,
pellucid,pә'lju:sid,"a. 透明的, 澄清的, 明了的 / [医] 透明的",,"pellucidity,pellucidly,pellucidness",,39045,gre
pelt,pelt,"n. 投掷, 打击, 快速, 毛皮 / vt. 剥...的皮, 连续投掷, 攻击, 抨击, 拍打 / vi. 投击",d:pelted/i:pelting/p:pelted/s:pelts/3:pelts,"peltation,pelted,pelter,pelting,pelts",1,15181,gre
pelvic,'pelvik,a. 骨盆的 / [医] 骨盆的,,,1,14968,
pelvis,'pelvis,"n. 骨盆 / [医] 骨盆; 盂, 肾盂",s:pelvises,pelvises,1,13634,
pen,pen,"n. 钢笔, 笔, 笔调, 笔杆子, 作家, 围栏, 栅栏, 禽畜 / vt. 写, 关入栏中, 囚禁 / vi. 动笔, 写作",s:pens/p:penned/d:penned/i:penning/3:pens,"penal,penance,penful,penible,penly,penned,penning,pens",3,3583,zk gk gre
pen pal,,笔友,,,1,0,
penal,'pi:nl,"a. 有关处罚的, 刑的, 刑罚的, 刑法上的, (课税)繁重的 / [法] 刑事的, 刑法的, 受刑罚的",,"penalise,penalize,penally",1,13769,toefl
penalize,'pi:nәlaiz,"vt. 处刑, 对...处罚(刑), 使不利 / [法] 处罚, 对...处以刑事惩罚",d:penalized/3:penalizes/p:penalized/i:penalizing,"penalizable,penalization,penalized,penalizes,penalizing",1,11309,gre
penalty,'penәlti,"n. 处罚, 刑罚, 罚款, 罚球, 报应, 不利结果, 妨碍 / [经] 罚金(款), 违约金",s:penalties,penalties,3,2680,cet6 ky toefl ielts gre
penalty area,,罚球区,,,1,0,
penance,'penәns,"n. 自我惩罚, 忏悔, 悔过, 赎罪, 苦修 / vt. 使悔罪, 使赎罪",s:penances,"penanced,penanceless,penances",,16731,gre
pence,pens,"pl. (非正式)copper便士, (美)分, 分币",s:pences,"pencal,pences",,0,zk ielts
penchant,'pә:ŋʃә:ŋ,"n. 爱好, 嗜好",s:penchants,penchants,1,11438,toefl gre
pencil,'pensl,"n. 铅笔, 色笔, 眉笔, 画笔, 光线束 / vt. 用铅笔写或涂, 草拟",s:pencils/d:pencilled/p:pencilled/i:pencilling/3:pencils,"penciled,penciling,pencilled,pencilling,pencils",2,4410,zk gk
pendant,'pendәnt,"n. 垂饰, 下垂物, 补充的东西, 补编 / [电] 垂环",s:pendants,pendants,,13335,toefl
pendent,'pendәnt,"a. 下垂的, 悬而未决的, 向外伸出的, 即将来临的 / [法] 悬而未决的, 即将发生的, 即将来临的",,"pendentive,pendently",,0,gre
pending,'pendiŋ,"a. 未决定的, 待决的, 行将发生的, 向外伸出的 / prep. 在等待...之际, 直到...时为止, 在...期间, 在...过程中",,,2,6809,toefl gre
pendulous,'pendʒәlәs,"a. 下垂的, 摇摆的, 摇摆不定的, 动荡的 / [医] 下垂的, 悬垂的",,"pendulously,pendulousness",,30697,
pendulum,'pendʒәlәm,"n. 钟摆, 摇锤, 摇摆不定的事态(或局面) / [化] 摆",s:pendulums,pendulums,1,12582,cet6 ky toefl ielts gre
penetrate,'penitreit,"vt. 穿透, 刺穿, 渗透, 看穿, 洞察, 了解, 使充溢 / vi. 刺入, 看穿, 渗透, 打进",d:penetrated/p:penetrated/3:penetrates/i:penetrating,"penetrated,penetrates,penetrating,penetrative,penetrator",2,5392,cet4 cet6 ky toefl ielts gre
penetrating,'penitreitiŋ,"a. 敏锐的, 尖锐的, 伸入很深的, 了解透彻的 / [医] 穿透的",0:penetrate/1:i/i:penetrating,penetratingly,1,13681,toefl
penetration,.peni'treiʃәn,"n. 穿透, 渗透, 侵入, 识穿, 洞察(力) / [化] 渗入",s:penetrations,penetrations,,10864,cet6 gre
penetrator,'penitreitә,"n. 穿入者, 侵入者, 渗透者 / [化] 过烧; 过烧焊",,,,32993,
penguin,'pengwin,"n. 企鹅, 空军地勤人员",s:penguins,penguins,2,10209,
penicillin,.peni'silin,"n. 盘尼西林, 青霉素 / [化] 青霉素",s:penicillins,penicillins,,17121,toefl ielts gre
penile,'pi:nail,[医] 阴茎的,,,,27460,
peninsula,pi'ninsjulә,"n. 半岛, 突出的地方, 伊比利亚半岛",s:peninsulas,peninsulas,2,9009,cet4 cet6 ky toefl gre
peninsular,pi'ninsjulә,a. 半岛的,,,,30772,
penis,'pi:nis,"n. 阳物, 阴茎 / [医] 阴茎",,penises,2,7804,
penitence,'penitәns,"n. 后悔, 忏悔, 改过 / [法] 悔罪, 悔过, 忏悔",,penitencer,,31695,
penitent,'penitәnt,"a. 忏悔的, 悔悟的, 表示悔罪的 / n. 忏悔的人, 悔罪者",s:penitents,"penitently,penitents",,26032,gre
penitential,.peni'tenʃәl,"a. 忏悔的, 赎罪的, 苦修的, 作为补赎的 / n. 悔罪者, 悔过者, 补赎法规",s:penitentials,"penitentially,penitentials",,30358,
penitentiary,.peni'tenʃәri,"n. 监狱, 收容所, 教养所, 宗教裁判所 / a. 用作感化的, 应处监禁的, 教养所的, 收容所的",,penitentiaries,,17346,
penknife,'pennaif,n. 袖珍折刀,,,,31811,
penlight,'penlait,n. 钢笔形小手电筒,s:penlights,penlights,,29970,
penmanship,'penmәnʃip,"n. 书法, 笔法, 笔迹, 文体",,,,25707,
pennant,'penәnt,"n. 尖旗, 三角旗, 三角锦旗, 三角信号旗",s:pennants,pennants,1,13423,gre
penne,'pennei,"n. 通心粉；管形面点, 管状面",,"pennant,penned,penner,penning",,24382,
pennies,,"pl. (非正式)copper便士, (美)分, 分币",0:penny/1:s,,,0,ielts
penniless,'penilis,"a. 赤贫的, 贫穷的",,pennilessness,1,19734,
penny,'peni,"n. 便士, 一分, 小钱, 点滴 / [经] 便士",s:pennies,"pennies,penniless",3,0,zk gk cet4 cet6 ky ielts
pension,'penʃәn,"n. 养老金, 退休金, 津贴, 年金, 抚恤金, 膳宿学校, 膳宿费 / vt. 发给退休金, 用津贴拉拢",s:pensions/d:pensioned/i:pensioning/p:pensioned/3:pensions,"pensionable,pensioned,pensioner,pensioning,pensionless,pensions",3,3785,gk cet4 cet6 ky ielts gre
pensioner,'penʃәnә(r),"n. 领取抚恤金者, (英国剑桥大学的)自费生, 为金钱所收买的人, 帮佣 / [法] 领取退休金者, 领取抚恤金者",s:pensioners,pensioners,2,21916,
pensive,'pensiv,"a. 沉思的, 哀思的, 忧郁的",,"pensived,pensively,pensiveness",,18665,toefl gre
pensively,'pensɪvlɪ,"adv. 沉思地, 焦虑地",,,,26966,
penstemon,"pen'sti:mәn, 'pensti-","n. [植]钓钟柳, 元参属植物",s:penstemons,penstemons,,32787,
pent-up,,"a. 幽闭的, 被压抑的, 被禁锢的",,,1,0,
pentagon,'pentәgәn,"n. 五角形, 五边形 / [经] 五角平台",s:pentagons,"pentagonal,pentagonous,pentagons",2,9191,
pentathlon,pen'tæθlәn,n. 五项全能运动,,pentathlons,,33188,
pentatonic,.pentә'tɒnik,a. 五声(音阶)的,s:pentatonics,pentatonics,,31312,
Pentecostal,.penti'kɒ:stl,"a. 五旬节的, 五旬节派教会的",s:pentecostals,"pentecostalism,pentecostalist,pentecostals",,14942,
Pentecostalism,",pentə'kɔ:stə,lizəm",n. 五旬节派；灵恩派；圣神同祷派；神恩复兴派,,,,29004,
penthouse,'penthaus,"n. 屋顶房间, 顶层公寓, 电梯机器房, 耳房",s:penthouses,"penthoused,penthouses",,14533,
penultimate,pi'nʌltimit,a. 倒数第二的,,penultimately,1,23374,gre
penumbra,pi'nʌmbrә,"n. 半影, 明暗交界部分, 边缘部分, 周围的气氛 / [化] 半影",s:penumbras,penumbras,,28764,gre
penury,'penjuri,"n. 贫困, 贫穷, 拮据, 馈乏 / [法] 赤贫, 缺乏",,penurious,,32763,toefl gre
peon,'pi:әn,"n. 劳工, 短工, 马夫, 劳役犯, (土著)警察, 勤杂工 / [法] 被强制执行劳役以抵偿罚金的人",s:peons,"peonism,peons",,28894,
peony,'pi:әni,"n. 牡丹(花), 芍药(花)",s:peonies,peonies,,17104,
people,'pi:pl,"n. 人, 人民, 民族, 平民 / vt. 使住满人, 居住于",s:peoples/i:peopling/p:peopled/3:peoples/d:peopled,"peopled,peoplehood,peopleless,peopler,peoples,peopling",5,62,zk gk
pep,pep,"n. 活力, 气力, 劲头, 锐气 / vt. 鼓起精神, 激励, 使充满活力",s:peps/p:pepped/i:pepping/3:peps/d:pepped,"peper,pepped,pepping,peps",1,13106,
pepper,'pepә,"n. 胡椒粉, 胡椒, 辣椒 / [化] 胡椒; 辣椒; 花椒",s:peppers/d:peppered/p:peppered/i:peppering/3:peppers,"peppered,pepperer,peppering,peppers",3,1923,gk cet4 cet6 ky
peppercorn,'pepәkɔ:n,"n. 空有其名的租金, 微不足道的答礼, 空有其名的答礼",s:peppercorns,peppercorns,,17588,
peppermint,'pepәmint,"n. 薄荷, 薄荷油, 胡椒薄荷, 薄荷糖 / [化] 薄荷",s:peppermints/p:pepperminted,"pepperminted,peppermints",1,15155,
pepperoni,ˌpepəˈrəʊni,n. 意大利辣香肠,,,,21444,
peppery,'pepәri,"a. 胡椒的, 辛辣的, 很辣的, 急躁的, 易怒的",,pepperiness,,24311,
peppy,'pepi,"a. 精神充沛的, 活泼的, 起动快的",,peppiness,,27315,
peptic,'peptik,"a. 有助消化的, 胃液素的, 胃蛋白酶的 / n. 健胃剂, 促进消化物质",,peptics,,32610,gre
peptide,'peptaid,"n. 肽, 缩氨酸 / [化] 肽; 缩氨酸",s:peptides,"peptides,peptidic",,17188,
per,pә:,"prep. 每一, 通过, 经, 按照 / [经] 每, 按照",s:pers,"peral,perring,pers",,669,gk ielts
per annum,pәr 'ænәm,每年 / [经] 每年,,,1,0,
per capita,p\\\\: 'kæpitә,"每人, 按人口, 按人口计算 / [经] 每人, 按人头",,,1,0,toefl
per cent,pә'sent,"n. 每百中, 百分之..., (英)利息...厘的证券, (非正式)百分率 / [医] 每百分, 百分数",,,,0,
perambulate,pә'ræmbjuleit,"vt. 巡行, 徘徊, 漫步于, 勘查 / vi. 漫步, 闲荡, 迂回",p:perambulated/i:perambulating/d:perambulated/3:perambulates,"perambulated,perambulates,perambulating,perambulator",,0,gre
perceive,pә'si:v,"vt. 感觉, 认知, 理解, 意识到",d:perceived/p:perceived/3:perceives/i:perceiving,"perceivable,perceived,perceiver,perceives,perceiving",2,2165,cet4 cet6 ky toefl ielts
perceived,pə'siːvd,v. 感觉( perceive的过去式和过去分词 ); 视为; 认为; 理解为,0:perceive/1:dp/p:perceived/d:perceived,,,4537,
perceiver,,n. perceive的变形,s:perceivers/3:perceivers,perceivers,,27881,
percent,pә'sent,"n. 百分比, 百分数, 部分 / [机] 百分率",,"percenter,percents",5,0,zk gk cet4 cet6 ky ielts
percentage,pә'sentidʒ,"n. 百分比, 比率, 部分, 可能性 / [计] 百分比",s:percentages,percentages,3,1787,gk cet4 cet6 ky toefl ielts
percentile,pә'sentail,"[医] 百分率的 / [经] 百分之一, 按百等分排列的",s:percentiles,percentiles,,13660,
perceptible,pә'septibl,"a. 可察觉的, 能感觉得到的, 看得见的",,,,18899,ielts
perceptibly,pә'septibli,"adv. 可知觉, 看得见, 显然地",,,,29190,
perception,pә'sepʃәn,"n. 知觉, 感觉, 领悟力, 获取 / [医] 知觉",s:perceptions,"perceptional,perceptions",2,1866,cet6 ky toefl ielts gre
perceptive,pә'septiv,"a. 知觉的, 有知觉力的, 感知的 / [医] 知觉的",,"perceptively,perceptiveness,perceptivity",1,15291,toefl
perceptively,pə'septivli,"adv. 洞察力强地, 敏锐地",,,,32533,
perceptual,pә'septʃuәl,"a. 知觉的, 有知觉的",,perceptually,,11718,ky
perch,pә:tʃ,"n. 栖木, 高位, 杆, 河鲈 / v. (使)栖息, 就位, 位于, (使)暂歇",d:perched/p:perched/i:perching/3:perches/s:perches,"perchance,perched,percher,perches,perching",2,6081,cet6 toefl gre
perchance,pә'tʃɑ:ns,"adv. 偶然, 恐怕, 间或",p:perchanced,perchanced,,31828,
perched,pɜ:tʃt,栖息; 使坐; 置于（perch的变形词）,0:perch/1:dp/d:perched,,,25637,
percolate,'pә:kәleit,"vt.vi. 滤, 滤过, 渗开, (使)渗透, (使)渗滤 / n. 滤过液, 渗出液 / vt. 用渗滤壶煮(咖啡)",i:percolating/3:percolates/d:percolated/p:percolated,"percolated,percolater,percolates,percolating,percolator",,18498,toefl gre
percussion,pә:'kʌʃәn,"n. 敲打, 碰撞, 叩击, 叩诊, 击发, 打击, 打击乐器组 / [医] 叩诊",s:percussions,"percussionist,percussions",1,13946,toefl ielts gre
percussionist,pә'kʌʃәnist,"n. 敲击乐器演奏者, 敲奏打击乐器的人",s:percussionists,percussionists,,25213,gre
percussive,pә'kʌsiv,"a. 敲击的, 有强大冲击力的, 令人震惊的, 叩诊的",,"percussively,percussiveness",,26364,
percutaneous,",pә:kju(:)'teiniәs, -njәs","a. 经皮的, 由皮的 / [医] 经皮的",,percutaneously,,32120,
perdition,pә'diʃәn,"n. (恶人的)恶报, 永劫, 浩劫, 破灭, 贬落地狱",,,,27032,
peregrination,.perigri'neiʃәn,"n. 徒步旅行, 旅程, 人生历程, 漫谈, 泛论",s:peregrinations,peregrinations,,36177,gre
peregrine,'peri^rin,"a. 流浪的, 移居的, 漫游的, 外国的, 异样的, 异国风味的, 外来的 / n. 寄居外国的人",s:peregrines,"peregrination,peregrines,peregrinism,peregrinity",,17940,
